"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.498206125E0,-2.368618488E0,-3.332467794E0,-4.339168593E-2
3.508199125E0,-2.517450333E0,-3.117444515E0,3.755717576E-1
3.518192125E0,-2.554469585E0,-2.810616255E0,5.329256654E-1
3.528185125E0,-2.526660919E0,-2.603549719E0,3.931108713E-1
3.538178125E0,-2.539407730E0,-2.152403355E0,9.510049969E-2
3.548171125E0,-2.727317333E0,-7.961972356E-1,-1.714767814E-1
3.558164125E0,-2.813086033E0,8.874058127E-1,-4.508311749E-1
3.568157125E0,-2.820332766E0,2.002889633E0,-6.488846540E-1
3.578150125E0,-2.777052164E0,2.306649923E0,-7.062867284E-1
3.588143125E0,-2.568983793E0,2.069252253E0,-6.616094708E-1
3.598136125E0,-2.272683382E0,1.537871122E0,-4.946335852E-1
3.608129125E0,-1.966923714E0,8.464943767E-1,-3.145177364E-1
3.618122125E0,-1.708060503E0,4.452923778E-3,-2.030979991E-1
3.628115125E0,-1.490173459E0,-8.185614347E-1,-1.723919213E-1
3.638108125E0,-1.291283965E0,-1.443115354E0,-2.375144511E-1
3.648101125E0,-1.138192415E0,-1.595158696E0,-4.041043818E-1
3.658094125E0,-1.055922866E0,-1.364961147E0,-5.911906362E-1
3.668087125E0,-1.026931167E0,-1.096792102E0,-6.651823521E-1
3.678080125E0,-1.024482965E0,-1.135049224E0,-5.981018543E-1
3.688073125E0,-9.771306515E-1,-1.317902684E0,-4.537573755E-1
3.698066125E0,-7.967827320E-1,-1.418099880E0,-3.308202624E-1
3.708059125E0,-4.564837217E-1,-1.490602612E0,-2.617441714E-1
3.718052125E0,1.179908589E-2,-1.552021027E0,-2.119513005E-1
3.728045125E0,5.676904321E-1,-1.538843274E0,-1.780164689E-1
3.738038125E0,1.233158827E0,-1.398522019E0,-1.363249421E-1
3.748031125E0,1.954281807E0,-1.193876743E0,-8.403272182E-2
3.758024125E0,2.685725927E0,-9.300103784E-1,-1.435803622E-2
3.768017125E0,3.309082747E0,-8.005270958E-1,3.653737903E-2
3.778010125E0,3.773008108E0,-8.928085566E-1,4.286478460E-2
3.788003125E0,4.121976852E0,-1.107751250E0,2.302694693E-2
3.797996125E0,4.181770802E0,-1.016299844E0,-5.541007221E-2
3.807989125E0,3.252241135E0,6.697560847E-2,-1.384957135E-1
3.817982125E0,1.445436835E0,6.248428822E-1,1.863958500E-2
3.827975125E0,-2.293911204E-2,-3.577426374E-1,1.841056794E-1
3.837968125E0,-7.386085391E-1,-1.872967839E0,1.489980221E-1
