"Time (s)","X (hPa)"
3.719970515E2,1.014685135E3
3.730706885E2,1.014683151E3
3.741443185E2,1.014681320E3
3.752179885E2,1.014679565E3
3.762916365E2,1.014679565E3
3.773652425E2,1.014680862E3
3.784388755E2,1.014682693E3
3.795125255E2,1.014683151E3
3.805861895E2,1.014683228E3
3.816598435E2,1.014683228E3
3.827334825E2,1.014682083E3
3.838071385E2,1.014682083E3
3.848807515E2,1.014683228E3
3.859543615E2,1.014683228E3
3.870280185E2,1.014683151E3
3.881016555E2,1.014681244E3
3.891752655E2,1.014674530E3
3.902488955E2,1.014668427E3
3.913225095E2,1.014665756E3
3.923961675E2,1.014662170E3
3.934698455E2,1.014657135E3
3.945435025E2,1.014652939E3
3.956171615E2,1.014650955E3
3.966908405E2,1.014648514E3
3.977645335E2,1.014647446E3
3.988381795E2,1.014636993E3
4.015356200E2,1.014533463E3
4.025421280E2,1.014541016E3
4.035486640E2,1.014548645E3
4.045551830E2,1.014558105E3
4.055617590E2,1.014558868E3
4.059119080E2,1.014559402E3
4.069855560E2,1.014560089E3
4.080591650E2,1.014559402E3
4.091328140E2,1.014559784E3
4.102064530E2,1.014559784E3
4.112801150E2,1.014562607E3
4.123538120E2,1.014566727E3
4.134274940E2,1.014568939E3
4.145011550E2,1.014573441E3
4.155747950E2,1.014575653E3
4.166484490E2,1.014579468E3
4.177221060E2,1.014584503E3
4.187957680E2,1.014584503E3
4.198694540E2,1.014583664E3
4.209430870E2,1.014576035E3
4.220167610E2,1.014571152E3
4.230903900E2,1.014562759E3
4.241639710E2,1.014560699E3
4.252376050E2,1.014558182E3
4.263112480E2,1.014558182E3
4.273848650E2,1.014561234E3
4.284585190E2,1.014561234E3
4.295321690E2,1.014558868E3
4.306058240E2,1.014558868E3
4.316794380E2,1.014556274E3
4.327530460E2,1.014555969E3
4.338266530E2,1.014556274E3
4.349002670E2,1.014556427E3
4.359739280E2,1.014556732E3
4.370476340E2,1.014560699E3
4.381213160E2,1.014561920E3
4.391950110E2,1.014563217E3
4.402686660E2,1.014563217E3
4.413423240E2,1.014562759E3
4.424160360E2,1.014558334E3
4.434897820E2,1.014558334E3
4.445634780E2,1.014558334E3
4.456371770E2,1.014562225E3
4.467108530E2,1.014565277E3
4.477845590E2,1.014568634E3
4.488582100E2,1.014568634E3
4.499318590E2,1.014568253E3
4.510055510E2,1.014566345E3
4.520792850E2,1.014566116E3
4.531530090E2,1.014565506E3
4.542266970E2,1.014565506E3
4.553004640E2,1.014565964E3
4.563741460E2,1.014565964E3
4.574478450E2,1.014565659E3
4.585215460E2,1.014564285E3
4.595952490E2,1.014560852E3
4.606689310E2,1.014557266E3
4.617425850E2,1.014554825E3
4.628162660E2,1.014553757E3
4.654566307E2,1.014586411E3
4.664632507E2,1.014586945E3
4.674699087E2,1.014587555E3
4.684765857E2,1.014589005E3
4.694832207E2,1.014589920E3
4.714392273E2,1.014564972E3
4.724458763E2,1.014569550E3
