"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.440913083E0,-1.476169937E0,-3.469394537E0,-7.216528308E-1
2.450906083E0,-1.883701426E0,-3.103162370E0,-1.167857439E0
2.460899083E0,-1.749179506E0,-2.418277416E0,-2.373892810E0
2.470893083E0,-6.340198059E-1,-1.588652825E0,-2.098361630E0
2.480886083E0,-3.722762138E-1,-1.983891858E0,-1.977014948E0
2.490879083E0,-7.796764328E-1,-2.238855019E0,-5.225802809E-1
2.500873083E0,-1.011319363E0,-1.772630203E0,9.899985141E-1
2.510866083E0,-7.862992086E-1,-1.431342843E0,2.652998869E-1
2.520859083E0,-1.848979125E-1,-1.256382456E0,-8.388305940E-2
2.530852083E0,3.082323917E-1,-1.430943478E0,4.420050645E-1
2.540846083E0,6.729213316E-1,-1.772109801E0,1.399894763E0
2.550839083E0,1.261701522E0,-1.781599832E0,2.854739320E0
2.560832083E0,1.260146017E0,-1.426503103E0,3.565101178E0
2.570826083E0,2.385484915E-1,-1.201675322E0,3.094463468E0
2.580819083E0,-1.144657295E0,-1.495780914E0,3.024079363E0
2.590812083E0,-2.203738104E0,-1.899569162E0,2.403614207E0
2.600806083E0,-2.354212106E0,-2.102564024E0,1.471059763E0
2.610799083E0,-2.298615610E0,-2.450361673E0,2.770446152E0
2.620792083E0,-3.438662741E0,-2.818937404E0,5.839896108E0
2.630786083E0,-4.856934133E0,-2.435423791E0,6.037489897E0
2.640779083E0,-5.175684569E0,-2.006212435E0,4.839004231E0
2.650772083E0,-4.849724516E0,-1.600105766E0,4.349889320E0
2.660765083E0,-4.433261844E0,-1.283649777E0,3.557735148E0
2.670759083E0,-4.142177508E0,-9.525067520E-1,3.520581062E0
2.680752083E0,-3.964095293E0,-5.546820796E-1,3.817087229E0
2.690745083E0,-3.803321129E0,-6.900299191E-3,4.170012594E0
2.700739083E0,-3.311597190E0,5.529647523E-1,4.392767829E0
2.710732083E0,-2.958334148E0,1.020266626E0,4.643178640E0
2.720725083E0,-2.273867562E0,1.332544194E0,4.725054277E0
2.730719083E0,-2.300459968E0,1.400843766E0,4.740886783E0
2.740712083E0,-2.073225765E0,1.040293924E0,4.566169056E0
2.750705083E0,-1.406347458E0,5.304225665E-1,4.805492669E0
2.760699083E0,-7.940670884E-1,1.734319246E-1,5.091393448E0
2.770692083E0,-3.335434168E-1,1.851830739E-1,4.970690544E0
2.780685083E0,8.021415085E-2,6.068684793E-1,4.335007571E0
2.790678083E0,6.432449580E-1,1.311052169E0,3.646218431E0
2.800672083E0,1.315210416E0,2.192380764E0,3.088740798E0
2.810665083E0,1.768105189E0,2.900645226E0,2.711051012E0
2.820658083E0,2.340094880E0,3.385049036E0,2.385590311E0
2.830652083E0,2.811658205E0,3.664832457E0,2.224984839E0
2.840645083E0,3.194253219E0,3.707873227E0,2.322916930E0
2.850638083E0,2.718243380E0,3.068107728E0,2.557753098E0
2.860632083E0,9.808381198E-1,1.654822256E0,2.519471669E0
2.870625083E0,2.042170765E-1,6.034782636E-1,1.917031286E0
2.880618083E0,7.617422184E-1,-2.114130986E-1,9.370891061E-1
2.890611083E0,1.645747377E0,-7.920620781E-1,-4.763124329E-1
2.900605083E0,1.893388070E0,-1.116594241E0,-2.633640309E0
2.910598083E0,5.993216242E-1,-1.453235403E0,-4.843305735E0
2.920591083E0,-1.014836755E0,-1.867477888E0,-5.671612072E0
2.930585083E0,-2.010915350E0,-2.272008732E0,-5.518944780E0
2.940578083E0,-2.674516439E0,-2.217816737E0,-5.412410849E0
2.950571083E0,-2.855739779E0,-1.956287738E0,-4.855036127E0
2.960565083E0,-2.890103573E0,-1.337265236E0,-3.859459369E0
2.970558083E0,-2.590945694E0,-3.376585776E-1,-2.783861711E0
2.980551083E0,-1.681360867E0,6.906000227E-1,-1.744664432E0
2.990545083E0,-5.521117897E-1,1.541813704E0,-8.991544175E-1
3.000538083E0,5.029065929E-1,1.689517295E0,-4.726988536E-1
3.010531083E0,7.161323284E-1,7.265066046E-1,-1.529377261E-1
3.020524083E0,9.711919682E-1,-9.625522685E-1,4.243327323E-1
3.030518083E0,1.749375826E0,-3.174175635E0,1.884433059E0
3.040511083E0,2.902705784E0,-6.047220833E0,3.670087058E0
3.050504083E0,4.389180562E0,-9.001423631E0,4.284727364E0
3.060498083E0,4.162946818E0,-1.013557881E1,3.611069648E0
3.070491083E0,1.856551050E0,-8.258453021E0,1.862173294E0
3.080484083E0,2.029776129E-1,-3.938124885E0,-1.507543173E0
3.090478083E0,-1.377382252E0,3.061526102E-1,3.815191269E-2
3.100471083E0,-1.815200564E0,2.612807849E0,2.757633733E0
3.110464083E0,-1.701162025E0,3.647690175E0,4.113668239E0
3.120457083E0,-1.909672273E0,4.360538853E0,4.620911273E0
3.130451083E0,-1.750343979E0,4.664650201E0,4.205296447E0
3.140444083E0,-1.843529154E0,4.678668315E0,3.922852542E0
3.150437083E0,-2.074844713E0,4.168756612E0,3.792842041E0
3.160431083E0,-1.989715978E0,2.810927303E0,2.656288329E0
3.170424083E0,-1.490464041E0,1.188248945E0,2.253641897E0
3.180417083E0,-1.066929161E0,-2.081550300E-1,2.569805671E0
3.190411083E0,-9.743743153E-1,-1.257532019E0,2.661985856E0
3.200404083E0,-1.147746160E0,-2.179606937E0,2.577569604E0
3.210396792E0,-1.224643916E0,-2.938220603E0,2.426421418E0
3.220390792E0,-1.394984125E0,-3.135775800E0,2.386832114E0
3.230383792E0,-1.773817334E0,-2.589634749E0,2.391734712E0
3.240376792E0,-2.141197016E0,-1.742615860E0,2.292056203E0
3.250369792E0,-2.252956457E0,-9.367479211E-1,2.075969718E0
3.260363792E0,-2.108457432E0,-2.695449471E-1,1.994452515E0
3.270356792E0,-1.858867278E0,3.295157450E-1,1.890503200E0
3.280349792E0,-1.507161350E0,8.730150247E-1,1.783666384E0
3.290343792E0,-1.258505580E0,1.217397316E0,1.638676339E0
3.300336792E0,-9.323336387E-1,1.289197031E0,1.401542509E0
3.310329792E0,-4.295760767E-1,1.171461005E0,1.180064159E0
3.320323792E0,-8.678218201E-3,1.020818018E0,9.363907293E-1
3.330316792E0,1.861860175E-1,8.255368030E-1,6.458859260E-1
3.340309792E0,6.786039481E-1,6.608932436E-1,-2.665477375E-1
3.350303792E0,1.466602723E0,5.989975423E-1,-1.692898740E0
3.360296792E0,1.317495800E0,6.609803671E-1,-1.535415680E0
3.370289792E0,6.887197043E-1,5.283690244E-1,-6.209227737E-1
3.380282792E0,-5.446710616E-2,2.469711864E-1,1.514615965E-1
3.390276792E0,-5.454431865E-1,1.596465290E-2,3.040739250E-1
3.400269792E0,-3.873081627E-1,-7.754811287E-2,-1.325037539E-1
3.410262792E0,-1.485127725E-1,2.981787622E-2,-1.008244166E0
3.420256792E0,-4.455181447E-1,-7.409357786E-2,-2.145118890E0
3.430249792E0,-8.502115414E-1,-2.504274756E-1,-2.830364617E0
