"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.358476042E0,-5.316087327E0,5.514242449E0,-6.061881557E-1
2.368468042E0,-5.280182499E0,5.561911874E0,3.715326673E-1
2.378461042E0,-4.950433450E0,5.233401850E0,1.847868373E0
2.388454042E0,-3.996738544E0,4.165333067E0,3.775962299E0
2.398446042E0,-1.937738908E0,2.329665202E0,6.988935379E0
2.408439042E0,9.301480957E-1,-1.179237217E-1,9.923969250E0
2.418432042E0,3.955223313E0,-3.232602768E0,1.083756395E1
2.428424042E0,6.745496496E0,-7.700471358E0,9.881174648E0
2.438417042E0,8.217447667E0,-1.179710607E1,6.152384176E0
2.448410042E0,8.359694636E0,-1.307354389E1,3.184041350E0
2.458402042E0,7.532861506E0,-1.001315098E1,2.410074650E0
2.468395042E0,5.988831123E0,-4.512721996E0,1.887299072E0
2.478388042E0,4.958363444E0,-8.663228863E-1,9.841201620E-1
2.488380042E0,3.780346834E0,1.311505328E0,-3.623238873E-1
2.498373042E0,2.125710519E0,2.955824815E0,-2.396201838E0
2.508366042E0,3.145433646E-1,3.846350496E0,-5.416903265E0
2.518358042E0,-2.145087900E0,3.968915738E0,-8.051549295E0
2.528351042E0,-4.069921126E0,3.535213135E0,-6.991700528E0
2.538344042E0,-5.123597572E0,1.660555451E0,-5.261357973E0
2.548336042E0,-4.395678281E0,-3.583357354E0,4.465563910E-1
2.558329042E0,-4.533780451E-1,-1.163897163E1,1.012343883E1
2.568322042E0,-5.289277843E0,-1.142627449E1,-5.292556962E0
2.578314042E0,-6.171182975E0,-8.671126698E0,-7.355932946E0
2.588307042E0,-3.993258574E0,-4.739736051E0,-3.032018128E0
2.598300042E0,-5.738436611E-1,-4.024357867E-1,4.519414719E0
2.608292042E0,-1.114894273E-1,4.239588028E0,4.623457443E0
2.618285042E0,-8.042542537E-1,4.197799147E0,-5.950698213E-1
2.628278042E0,-5.176837494E-1,3.615245730E0,-1.737127079E0
2.638270042E0,-7.486452594E-1,3.720213776E0,-1.920188344E0
2.648263042E0,-1.300889562E0,3.353470563E0,-2.348502007E0
2.658256042E0,-1.804265832E0,2.300033267E0,-3.069613386E0
2.668248042E0,-2.108550403E0,7.938051331E-1,-4.211449472E0
2.678241042E0,-2.467303396E0,-9.356077141E-1,-5.009402035E0
2.688234042E0,-2.469294373E0,-2.265143516E0,-5.543131787E0
2.698226042E0,-2.244498898E0,-2.853489770E0,-6.272026395E0
2.708219042E0,-2.122641754E0,-2.913366428E0,-6.483172860E0
