"Time (s)","X (hPa)"
4.720115979E2,1.014355164E3
4.730855309E2,1.014356918E3
4.741595409E2,1.014358368E3
4.752335289E2,1.014361496E3
4.763074479E2,1.014362106E3
4.773814029E2,1.014363403E3
4.784553579E2,1.014363403E3
4.795293429E2,1.014363403E3
4.806033569E2,1.014363403E3
4.816773239E2,1.014364319E3
4.827513159E2,1.014365082E3
4.838253179E2,1.014365768E3
4.848993659E2,1.014367218E3
4.859733679E2,1.014367218E3
4.870473879E2,1.014366608E3
4.881213919E2,1.014366608E3
4.891954229E2,1.014366608E3
4.902694149E2,1.014367142E3
4.913433819E2,1.014367828E3
4.924173069E2,1.014368515E3
4.934912359E2,1.014368820E3
4.945652379E2,1.014370956E3
4.956392419E2,1.014370956E3
4.967132329E2,1.014371872E3
4.977872279E2,1.014372940E3
4.988611899E2,1.014373322E3
4.999351779E2,1.014373322E3
5.010091709E2,1.014375000E3
5.020831589E2,1.014375992E3
5.031571579E2,1.014378738E3
5.042312079E2,1.014379807E3
5.053051789E2,1.014380264E3
5.063791619E2,1.014380188E3
5.074531819E2,1.014380188E3
5.085271779E2,1.014379654E3
5.096012139E2,1.014377975E3
5.106752959E2,1.014377975E3
5.117493929E2,1.014380188E3
5.128234519E2,1.014382401E3
5.138975239E2,1.014385681E3
5.149716049E2,1.014390564E3
5.160456269E2,1.014392700E3
5.171196379E2,1.014395828E3
5.181936899E2,1.014397507E3
5.192677619E2,1.014399643E3
5.203418009E2,1.014403458E3
5.214158669E2,1.014407349E3
5.224899589E2,1.014411240E3
5.235640249E2,1.014414978E3
5.246381039E2,1.014418335E3
5.257122119E2,1.014419861E3
5.267862969E2,1.014420929E3
5.278603789E2,1.014423447E3
5.289344969E2,1.014426575E3
5.300086029E2,1.014428406E3
5.310827039E2,1.014431000E3
5.321568189E2,1.014432907E3
5.332309459E2,1.014432907E3
5.343050619E2,1.014431839E3
5.368165275E2,1.014453964E3
5.378234975E2,1.014455109E3
5.388304605E2,1.014456177E3
5.398373985E2,1.014457169E3
5.408443455E2,1.014475632E3
5.411940365E2,1.014482040E3
5.422682435E2,1.014486389E3
5.433424465E2,1.014499130E3
5.444166475E2,1.014510727E3
5.454908595E2,1.014516220E3
5.465649775E2,1.014520645E3
5.476391225E2,1.014520645E3
5.487132425E2,1.014516907E3
5.497873405E2,1.014511032E3
5.508614485E2,1.014501266E3
5.519355715E2,1.014490509E3
5.530097405E2,1.014476929E3
5.540838745E2,1.014469070E3
5.551579955E2,1.014461746E3
5.562321025E2,1.014457779E3
5.573062225E2,1.014457779E3
5.583803495E2,1.014463196E3
5.594544815E2,1.014468307E3
5.605286615E2,1.014476242E3
5.616028665E2,1.014483643E3
5.626770485E2,1.014489975E3
5.637511825E2,1.014490814E3
5.648253675E2,1.014490814E3
5.658995545E2,1.014488068E3
5.669736985E2,1.014484100E3
5.680478525E2,1.014481735E3
5.691219975E2,1.014476471E3
5.701961415E2,1.014472733E3
5.712703065E2,1.014469757E3
5.723444765E2,1.014465561E3
5.734186485E2,1.014459152E3
5.744928325E2,1.014453049E3
5.755669875E2,1.014449921E3
5.766412415E2,1.014448013E3
5.777154615E2,1.014447250E3
5.787896045E2,1.014446716E3
5.798637515E2,1.014446716E3
5.809379365E2,1.014443817E3
5.820121535E2,1.014438782E3
5.830863435E2,1.014433136E3
5.841605535E2,1.014425659E3
5.852347665E2,1.014420853E3
5.863089585E2,1.014416733E3
5.873831925E2,1.014416733E3
5.884573845E2,1.014418793E3
5.895315285E2,1.014420853E3
5.906056915E2,1.014423370E3
5.916799185E2,1.014428787E3
5.927541025E2,1.014429550E3
5.938282545E2,1.014430313E3
5.949024035E2,1.014433060E3
5.959765955E2,1.014437256E3
5.970507655E2,1.014440002E3
5.981249865E2,1.014444504E3
5.991991895E2,1.014447250E3
6.002734115E2,1.014451599E3
6.013476555E2,1.014452286E3
6.024218895E2,1.014454117E3
6.034960915E2,1.014454117E3
6.063047280E2,1.014354858E3
6.073119010E2,1.014355392E3
6.083190730E2,1.014354858E3
6.093263030E2,1.014355927E3
6.103335610E2,1.014387131E3
6.106828860E2,1.014403992E3
6.117572760E2,1.014412689E3
6.128315940E2,1.014419403E3
6.158906007E2,1.014314499E3
6.168978097E2,1.014329529E3
6.179049797E2,1.014344482E3
6.189121627E2,1.014353790E3
6.199193897E2,1.014358902E3
6.202686737E2,1.014364471E3
6.213430157E2,1.014364700E3
6.224174117E2,1.014367599E3
6.234917987E2,1.014369583E3
6.245661617E2,1.014373550E3
6.256405147E2,1.014375458E3
6.267149227E2,1.014379807E3
6.277892877E2,1.014379807E3
6.288637117E2,1.014375153E3
6.299380847E2,1.014372025E3
6.310124507E2,1.014371414E3
