"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.600040750E0,-4.194800854E0,-5.318459511E0,-2.948372126E0
2.610034750E0,-4.613547802E0,-4.407819271E0,-2.726725101E0
2.620027750E0,-4.562959194E0,-2.812683344E0,-1.855018139E0
2.630020750E0,-4.085695744E0,-1.173068047E0,-1.171581745E0
2.640013750E0,-3.434800148E0,-1.060864180E-1,-9.121355414E-1
2.650006750E0,-2.836288214E0,2.411135882E-1,-9.000628591E-1
2.659999750E0,-2.193994284E0,5.673734546E-1,-1.054038048E0
2.669992750E0,-1.637242675E0,8.313564658E-1,-1.148118258E0
2.679985750E0,-1.493977070E0,1.452790052E-1,-1.253315806E0
2.689978750E0,-1.475010872E0,-6.375302076E-1,-1.187816501E0
2.699971750E0,-1.529575586E0,-1.133848071E0,-7.993505001E-1
2.709964750E0,-1.495514154E0,-1.284743309E0,-4.234983325E-1
2.719957750E0,-1.537093639E0,-1.371599674E0,-1.584562808E-1
2.729950125E0,-1.664777398E0,-1.569074631E0,-1.107537597E-1
2.739943125E0,-1.796019077E0,-1.562558174E0,-1.667568535E-1
2.749936125E0,-1.862522483E0,-1.144158363E0,-1.963115185E-1
2.759929125E0,-1.856534004E0,-6.241672635E-1,-2.256198674E-1
2.769922125E0,-1.819504976E0,-3.341819942E-1,-2.858680487E-1
2.779915125E0,-1.774181128E0,-1.162837595E-1,-4.291341305E-1
2.789908125E0,-1.648153782E0,2.281081229E-1,-5.323926210E-1
2.799901125E0,-1.497926712E0,4.601829350E-1,-6.033288240E-1
2.809894125E0,-1.317374349E0,5.099521875E-1,-6.758398414E-1
2.819888125E0,-1.070217848E0,5.374823809E-1,-6.792393923E-1
2.829881125E0,-7.574622035E-1,6.305137873E-1,-6.133885384E-1
2.839874125E0,-4.028564394E-1,5.745405555E-1,-5.458595753E-1
2.849867125E0,-6.011049449E-2,3.336904645E-1,-5.215644240E-1
2.859860125E0,3.167124093E-1,5.448091775E-2,-4.801458120E-1
2.869853125E0,7.092172503E-1,-1.950159818E-1,-3.793633282E-1
2.879846125E0,1.087566853E0,-3.999438286E-1,-2.348956168E-1
2.889839125E0,1.431613564E0,-5.289276242E-1,-4.667674005E-2
2.899832125E0,1.780059695E0,-6.057646275E-1,1.704286784E-1
2.909825125E0,2.133502245E0,-7.221640348E-1,4.470085502E-1
2.919818125E0,2.508934498E0,-9.277262688E-1,7.936741114E-1
2.929811125E0,3.040653944E0,-1.140952587E0,1.230634332E0
2.939804125E0,3.600289345E0,-1.239703894E0,1.672474027E0
2.949797125E0,3.815068245E0,-1.158454180E0,1.963275671E0
2.959790125E0,3.363320112E0,-8.550965190E-1,2.079581261E0
2.969783125E0,2.358527184E0,-3.678719103E-1,2.305869102E0
2.979776125E0,1.442948580E0,-1.798583418E-1,2.442857981E0
2.989769125E0,9.687764645E-1,-4.422791004E-1,2.343121290E0
2.999762125E0,8.939373493E-1,-7.883193493E-1,2.018993855E0
3.009755125E0,1.099895120E0,-1.003559470E0,1.587872267E0
3.019749125E0,1.402789950E0,-1.051967740E0,1.092411399E0
3.029742125E0,1.685672998E0,-9.177978039E-1,5.138494372E-1
3.039735125E0,1.988620400E0,-7.416430116E-1,-1.452917419E-2
3.049728125E0,2.348389864E0,-7.398064137E-1,-4.858285487E-1
3.059721125E0,2.641033411E0,-9.073168635E-1,-1.093541145E0
3.069714125E0,2.723917723E0,-1.245090365E0,-1.974693894E0
3.079707125E0,2.397952557E0,-1.661718965E0,-2.802901983E0
3.089700125E0,1.079506040E0,-1.519890070E0,-3.011102200E0
3.099693125E0,-3.812732100E-1,-1.179124594E0,-2.558212280E0
3.109686125E0,-1.153652787E0,-1.473642826E0,-1.667275310E0
3.119679125E0,-1.384701967E0,-2.286197662E0,-5.232537389E-1
3.129672125E0,-1.088317752E0,-2.481651783E0,3.711870909E-1
3.139665125E0,-3.529977202E-1,-1.600155830E0,6.695812345E-1
3.149658125E0,5.028638244E-1,-9.230914116E-1,4.520832896E-1
3.159651125E0,1.255038381E0,-5.978621840E-1,2.106283307E-1
3.169644125E0,1.800182223E0,-3.408972621E-1,2.013967186E-1
3.179637125E0,2.026915073E0,-2.239775807E-1,3.463688195E-1
3.189630125E0,1.971366882E0,-1.534442306E-1,5.852335095E-1
3.199623125E0,1.699142218E0,-1.934337318E-1,7.470591664E-1
3.209616125E0,1.315072179E0,-3.695437014E-1,7.766587734E-1
3.219610125E0,9.401939511E-1,-6.300290823E-1,7.335113287E-1
3.229603125E0,6.511776447E-1,-8.801285028E-1,5.981506705E-1
3.239596125E0,4.563977718E-1,-1.175951123E0,4.163391292E-1
3.249589125E0,3.720157444E-1,-1.434965611E0,2.443181425E-1
3.259582125E0,4.004742801E-1,-1.652137876E0,1.496611387E-1
3.269575125E0,5.259298682E-1,-1.782996297E0,1.565209031E-1
3.279568125E0,7.118496299E-1,-1.905252457E0,2.795328498E-1
3.289561125E0,9.308760762E-1,-2.011179209E0,4.771895409E-1
3.299554125E0,1.143030405E0,-2.175955772E0,6.590970755E-1
3.309547125E0,1.260433078E0,-2.356114388E0,7.785943151E-1
3.319540125E0,1.251301408E0,-2.443722486E0,8.449565768E-1
3.329533125E0,1.168637514E0,-2.433505535E0,8.594673276E-1
3.339526125E0,9.998655915E-1,-2.393563271E0,9.141545296E-1
3.349519125E0,7.765422463E-1,-2.395648003E0,1.007320523E0
3.359512125E0,3.894880414E-1,-2.973874331E0,1.145670652E0
3.369505125E0,7.896887511E-2,-3.842727423E0,1.340547800E0
3.379498125E0,6.716281921E-2,-4.373141289E0,1.447424531E0
3.389491125E0,2.645637691E-1,-4.402446270E0,1.407867551E0
3.399484125E0,5.025752783E-1,-3.906765699E0,1.293926001E0
3.409477125E0,6.464692950E-1,-2.997269630E0,1.133697867E0
3.419470125E0,6.783601046E-1,-1.909300804E0,9.861376286E-1
3.429463125E0,6.342052221E-1,-9.483560324E-1,8.914108276E-1
3.439457125E0,5.590145588E-1,-3.844796121E-1,7.308062315E-1
3.449450125E0,4.729159772E-1,-2.376127541E-1,4.531725943E-1
3.459443125E0,4.113735259E-1,-3.449245691E-1,1.438400447E-1
3.469436125E0,3.808684647E-1,-4.673416018E-1,-1.253777891E-1
3.479429125E0,3.497749865E-1,-4.273582101E-1,-3.112571239E-1
3.489422125E0,3.092768490E-1,-2.663552165E-1,-2.939316630E-1
3.499415125E0,2.898317575E-1,-9.355815500E-2,-1.671319008E-1
3.509408125E0,3.009795249E-1,4.563125595E-2,-8.322168142E-2
3.519401125E0,3.310830891E-1,9.682041407E-2,-8.282647282E-2
3.529394125E0,3.880320489E-1,6.651233137E-2,-9.308741242E-2
3.539387125E0,4.288141131E-1,-1.584591903E-2,-9.884623438E-2
3.549380125E0,3.743664324E-1,-1.338623166E-1,-7.895320654E-2
3.559373125E0,2.588302493E-1,-2.507532537E-1,-2.736005001E-2
3.569366125E0,1.326141208E-1,-3.149830997E-1,3.438505530E-2
3.579359125E0,4.285521060E-2,-2.885067463E-1,8.718861639E-2
3.589352125E0,5.390909035E-3,-1.769757122E-1,1.266841292E-1
3.599345125E0,3.533309698E-2,1.583981514E-2,1.659191549E-1
3.609338125E0,7.888657600E-2,2.094188780E-1,2.076759040E-1
3.619331125E0,8.360356838E-2,3.785466552E-1,2.670705020E-1
3.629324125E0,-2.880685404E-2,4.357010424E-1,3.659152985E-1
3.639317125E0,-2.885119319E-1,4.108742774E-1,4.930980206E-1
3.649310125E0,-6.217030883E-1,4.105953574E-1,6.015529633E-1
3.659304125E0,-9.499632716E-1,5.415912271E-1,6.791265607E-1
3.669297125E0,-1.255871296E0,6.859795451E-1,6.750335097E-1
3.679290125E0,-1.544085741E0,7.531104088E-1,5.020169616E-1
3.689283125E0,-1.835482240E0,7.869074345E-1,1.736104190E-1
3.699276125E0,-2.160316706E0,7.839502692E-1,-3.110153973E-1
3.709269125E0,-2.503140688E0,6.783354282E-1,-9.016720057E-1
3.719262125E0,-2.777854443E0,4.775117636E-1,-1.540291071E0
3.729255792E0,-2.954013348E0,-7.400829345E-2,-2.157070398E0
3.739248792E0,-2.950663805E0,-8.851778507E-1,-2.757750273E0
3.749241792E0,-2.649043322E0,-2.264664650E0,-3.182493210E0
3.759234792E0,-2.361344576E0,-3.659946203E0,-3.382946491E0
3.769227792E0,-2.725865126E0,-4.376387119E0,-3.465510845E0
3.779220792E0,-3.452622175E0,-4.484539986E0,-3.136361599E0
3.789213792E0,-3.991359472E0,-4.275988102E0,-2.194444656E0
3.799206792E0,-4.044386864E0,-3.432693958E0,-1.318226695E0
3.809199792E0,-3.678954840E0,-2.485684395E0,-8.774589896E-1
3.819192792E0,-3.135736465E0,-1.580149055E0,-8.165703416E-1
3.829185792E0,-2.499876738E0,-9.330593944E-1,-9.301445484E-1
3.839178792E0,-1.780245185E0,-4.127705991E-1,-9.869694710E-1
3.849171792E0,-1.077601552E0,-1.183674783E-1,-9.614697099E-1
3.859164792E0,-5.468040705E-1,8.439122885E-2,-8.610637784E-1
3.869157792E0,-3.663642406E-1,1.813356280E-1,-7.468245625E-1
