"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.851044577E2,-2.927543640E1,2.962493896E1,1.797260284E1
3.851144507E2,-2.922925568E1,3.006775856E1,1.722460175E1
3.851244437E2,-2.939252472E1,3.052219582E1,1.648110962E1
3.851344377E2,-2.930862427E1,3.102319145E1,1.534613800E1
3.851444307E2,-2.920968628E1,3.154127884E1,1.432791901E1
3.851544237E2,-2.899127197E1,3.208370209E1,1.357556915E1
3.851644167E2,-2.899127197E1,3.208370209E1,1.357556915E1
3.851744097E2,-2.879785919E1,3.260335541E1,1.257217407E1
3.851844027E2,-2.842758942E1,3.312794113E1,1.231529999E1
3.851943967E2,-2.800820923E1,3.349604416E1,1.259661865E1
3.852043897E2,-2.777126312E1,3.356707764E1,1.271762085E1
3.852143827E2,-2.766894531E1,3.355007172E1,1.281708527E1
3.852243757E2,-2.780957794E1,3.337333679E1,1.262169647E1
3.852343687E2,-2.800153351E1,3.335897064E1,1.264484406E1
3.852443627E2,-2.809085846E1,3.338069153E1,1.228269196E1
3.852543557E2,-2.815033722E1,3.333670044E1,1.176985168E1
3.852643487E2,-2.819222260E1,3.354434586E1,1.135703278E1
3.852743417E2,-2.821038818E1,3.365412903E1,1.079763794E1
3.852843347E2,-2.825137329E1,3.370522690E1,1.035408020E1
3.852943277E2,-2.857791138E1,3.369529724E1,9.764816284E0
3.853043217E2,-2.886619568E1,3.351725769E1,9.140892029E0
3.853143147E2,-2.948355865E1,3.319327545E1,8.515518188E0
3.853243077E2,-2.989646912E1,3.263741684E1,8.404273987E0
3.853343007E2,-3.046202087E1,3.219489670E1,8.340133667E0
3.853442937E2,-3.059525299E1,3.188586998E1,9.057128906E0
3.853542877E2,-3.042015839E1,3.190735054E1,9.614662170E0
3.853642815E2,-3.005353546E1,3.173167992E1,9.962921143E0
3.853742745E2,-3.019574738E1,3.193792343E1,1.002773285E1
3.853842675E2,-2.999345398E1,3.183076477E1,9.892051697E0
3.853942605E2,-3.021068573E1,3.197050095E1,9.450134277E0
3.854042535E2,-3.029994202E1,3.203952789E1,8.956436157E0
3.854142475E2,-3.034460449E1,3.196303558E1,8.468437195E0
3.854242405E2,-3.034460449E1,3.196303558E1,8.468437195E0
3.854342335E2,-3.045764160E1,3.188703346E1,8.159149170E0
3.854442265E2,-3.053222656E1,3.197995567E1,8.127151489E0
3.854542195E2,-3.031960297E1,3.198421097E1,7.856613159E0
3.854642135E2,-3.027275085E1,3.218740082E1,7.752662659E0
3.854742065E2,-3.010516357E1,3.240718842E1,7.461441040E0
3.854841995E2,-2.975772095E1,3.273818970E1,7.731460571E0
3.854941925E2,-2.938267517E1,3.298658371E1,7.560028076E0
3.855041855E2,-2.890444946E1,3.340647125E1,7.763740540E0
3.855141795E2,-2.856901550E1,3.383168793E1,7.679374695E0
3.855241725E2,-2.809653473E1,3.414201355E1,7.374198914E0
3.855341655E2,-2.746414185E1,3.457993317E1,7.409706116E0
3.855441585E2,-2.698754120E1,3.481969833E1,7.051757812E0
3.855541515E2,-2.660080719E1,3.540236664E1,6.684005737E0
3.855641445E2,-2.604784393E1,3.572470856E1,6.550765991E0
3.855741385E2,-2.577297211E1,3.632302856E1,6.388114929E0
3.855841315E2,-2.533398438E1,3.627667236E1,5.905761719E0
3.855941245E2,-2.515525055E1,3.655046082E1,5.448646545E0
3.856041175E2,-2.495764160E1,3.641408539E1,5.113769531E0
3.856141105E2,-2.488259888E1,3.643317413E1,4.561264038E0
3.856241045E2,-2.492611694E1,3.639115143E1,3.993545532E0
3.856340975E2,-2.503830719E1,3.647295380E1,3.261009216E0
3.856440905E2,-2.532183075E1,3.646606445E1,2.355094910E0
3.856540835E2,-2.548641968E1,3.663411713E1,1.230941772E0
3.856640765E2,-2.562914276E1,3.639879608E1,4.032897949E-1
3.856740695E2,-2.568338776E1,3.650887299E1,-2.113876343E-1
3.856840635E2,-2.568338776E1,3.650887299E1,-2.113876343E-1
3.856940565E2,-2.576399994E1,3.647454071E1,-6.267318726E-1
3.857040495E2,-2.555162811E1,3.644139862E1,-9.871826172E-1
3.857140425E2,-2.584035492E1,3.641090393E1,-6.301422119E-1
3.857240355E2,-2.587243652E1,3.619811249E1,-8.996047974E-1
3.857340295E2,-2.602385712E1,3.625174713E1,-6.427154541E-1
3.857440225E2,-2.602849579E1,3.628484344E1,-9.121322632E-1
3.857540155E2,-2.608850098E1,3.603204346E1,-1.073051453E0
3.857640085E2,-2.620934296E1,3.584159088E1,-1.587005615E0
3.857740015E2,-2.621662140E1,3.564797211E1,-1.961219788E0
3.857839955E2,-2.624309540E1,3.560107422E1,-2.546478271E0
3.857939885E2,-2.629593658E1,3.575704193E1,-2.859558105E0
3.858039815E2,-2.625384521E1,3.561836243E1,-3.061164856E0
3.858139745E2,-2.626106262E1,3.547478485E1,-3.347335815E0
3.858239675E2,-2.604320526E1,3.546159363E1,-3.227066040E0
3.858339615E2,-2.597352600E1,3.545532227E1,-3.055007935E0
3.858439545E2,-2.589266205E1,3.570706940E1,-3.002449036E0
3.858539475E2,-2.572420502E1,3.561392975E1,-2.818702698E0
3.858639405E2,-2.541944885E1,3.567741394E1,-2.789772034E0
3.858739335E2,-2.512265015E1,3.615660858E1,-3.128334045E0
3.858839265E2,-2.474544525E1,3.611721802E1,-3.271598816E0
3.858939205E2,-2.452647400E1,3.626819611E1,-3.741767883E0
3.859039135E2,-2.431109619E1,3.649751282E1,-3.798751831E0
3.859139065E2,-2.414566803E1,3.638474274E1,-4.146446228E0
3.859238995E2,-2.408354187E1,3.639482117E1,-4.089996338E0
3.859338925E2,-2.388314056E1,3.650196075E1,-3.862747192E0
3.859438865E2,-2.388314056E1,3.650196075E1,-3.862747192E0
3.859538795E2,-2.389389038E1,3.657007599E1,-3.975105286E0
3.859638725E2,-2.374203491E1,3.669554138E1,-3.492210388E0
3.859738655E2,-2.381118011E1,3.671196747E1,-3.233100891E0
3.859838585E2,-2.382861328E1,3.686440277E1,-2.630378723E0
3.859938525E2,-2.378198242E1,3.675286102E1,-1.732017517E0
3.860038455E2,-2.381642914E1,3.662748718E1,-5.564270020E-1
3.860138385E2,-2.427243042E1,3.642855835E1,7.293243408E-1
3.860238315E2,-2.450430298E1,3.601267242E1,1.744873047E0
3.860338245E2,-2.486238861E1,3.572928619E1,3.242286682E0
3.860438175E2,-2.528122711E1,3.534391785E1,5.115684509E0
3.860538115E2,-2.579473877E1,3.465801239E1,6.813774109E0
3.860638045E2,-2.604280853E1,3.397584534E1,8.433601379E0
3.860737975E2,-2.627196503E1,3.333753204E1,9.797126770E0
3.860837905E2,-2.647916412E1,3.238414764E1,1.135997772E1
3.860937835E2,-2.693605042E1,3.172981644E1,1.257344055E1
3.861037775E2,-2.732830048E1,3.080291557E1,1.371752167E1
3.861137705E2,-2.782170105E1,3.017055511E1,1.419477081E1
3.861237635E2,-2.825246429E1,2.966229057E1,1.441940308E1
3.861337565E2,-2.853850555E1,2.931422615E1,1.473713684E1
3.861437495E2,-2.866094971E1,2.894271088E1,1.513533020E1
3.861537435E2,-2.873283386E1,2.879002571E1,1.555681610E1
3.861637365E2,-2.875679016E1,2.851296616E1,1.599232483E1
3.861737295E2,-2.898648071E1,2.837450027E1,1.657602692E1
3.861837225E2,-2.899567413E1,2.799337769E1,1.676683044E1
3.861937155E2,-2.901974487E1,2.772806549E1,1.699393463E1
3.862037095E2,-2.901974487E1,2.772806549E1,1.699393463E1
3.862137025E2,-2.888806915E1,2.736579323E1,1.746973419E1
3.862236955E2,-2.874530792E1,2.707738686E1,1.798458862E1
3.862336885E2,-2.852155304E1,2.698311043E1,1.852590942E1
3.862436815E2,-2.844052124E1,2.678610992E1,1.911006927E1
3.862536755E2,-2.836660004E1,2.651968002E1,1.951782990E1
3.862636685E2,-2.832798004E1,2.622644806E1,1.950756073E1
3.862736615E2,-2.849950409E1,2.601957512E1,1.943676758E1
3.862836545E2,-2.875695801E1,2.593462944E1,1.926686859E1
3.862936475E2,-2.901538086E1,2.595984840E1,1.916953278E1
3.863036415E2,-2.926742554E1,2.580329704E1,1.885367584E1
3.863136345E2,-2.952491760E1,2.587709236E1,1.861975098E1
3.863236275E2,-2.985410309E1,2.591195869E1,1.811685181E1
3.863336205E2,-3.016157532E1,2.603285408E1,1.777700806E1
3.863436135E2,-3.040503693E1,2.626764679E1,1.697689819E1
3.863536065E2,-3.056967926E1,2.660433578E1,1.638782501E1
3.863635998E2,-3.049741364E1,2.678524971E1,1.574200439E1
3.863735928E2,-3.050065613E1,2.714415741E1,1.521756744E1
3.863835858E2,-3.031266785E1,2.743173599E1,1.427079773E1
3.863935788E2,-3.036840820E1,2.775197792E1,1.371735382E1
3.864035718E2,-3.032858276E1,2.806374359E1,1.294464874E1
3.864135658E2,-3.017279816E1,2.843912888E1,1.279655457E1
3.864235588E2,-2.980409241E1,2.864099121E1,1.261634064E1
3.864335518E2,-2.949880981E1,2.895030785E1,1.324402618E1
3.864435448E2,-2.911882019E1,2.911859703E1,1.334697723E1
3.864535378E2,-2.905284119E1,2.924822235E1,1.361750031E1
3.864635318E2,-2.905284119E1,2.924822235E1,1.361750031E1
3.864735248E2,-2.907956696E1,2.930880165E1,1.321447754E1
3.864835178E2,-2.930265808E1,2.907945061E1,1.284159851E1
3.864935108E2,-2.970833588E1,2.898162460E1,1.242169189E1
3.865035038E2,-3.003819275E1,2.899639893E1,1.162280273E1
3.865134978E2,-3.029106903E1,2.897976494E1,1.147022247E1
3.865234908E2,-3.067552185E1,2.868671608E1,1.100128937E1
3.865334838E2,-3.121640015E1,2.845141602E1,1.064030457E1
3.865434768E2,-3.170420074E1,2.793819046E1,1.009748840E1
3.865534698E2,-3.214321136E1,2.752320671E1,9.738807678E0
3.865634638E2,-3.243409729E1,2.740256500E1,9.582115173E0
3.865734568E2,-3.265843964E1,2.743797302E1,9.477668762E0
3.865834498E2,-3.252231598E1,2.760636520E1,9.427719116E0
